INFORMATION TYPE,DATE,PERIOD,USEP ($/MWh),LCP ($/MWh),DEMAND (MW),TCL (MW)
USEP,01 Jan 2023,1,158.62,0,5539.761,0
USEP,01 Jan 2023,2,147.58,0,5443.353,0
USEP,01 Jan 2023,3,126.83,0,5384.523,0
USEP,01 Jan 2023,4,144.53,0,5367.272,0
USEP,01 Jan 2023,5,144.51,0,5331.369,0
USEP,01 Jan 2023,6,126.8,0,5289.506,0
USEP,01 Jan 2023,7,108.48,0,5232.943,0
USEP,01 Jan 2023,8,106.74,0,5196.736,0
USEP,01 Jan 2023,9,106.51,0,5173.397,0
USEP,01 Jan 2023,10,106.74,0,5180.256,0
USEP,01 Jan 2023,11,109.69,0,5213.411,0
USEP,01 Jan 2023,12,123.24,0,5258.215,0
USEP,01 Jan 2023,13,123.24,0,5324.033,0
USEP,01 Jan 2023,14,123.25,0,5358.947,0
USEP,01 Jan 2023,15,126.71,0,5383.39,0
USEP,01 Jan 2023,16,144.54,0,5457.989,0
USEP,01 Jan 2023,17,156.98,0,5548.493,0
USEP,01 Jan 2023,18,157.11,0,5605.032,0
USEP,01 Jan 2023,19,177.19,0,5658.559,0
USEP,01 Jan 2023,20,158.6,0,5727.006,0
USEP,01 Jan 2023,21,157.2,0,5768.639,0
USEP,01 Jan 2023,22,157.2,0,5775.15,0
USEP,01 Jan 2023,23,151.63,0,5773.614,0
USEP,01 Jan 2023,24,130.62,0,5734.585,0
USEP,01 Jan 2023,25,126.25,0,5701.534,0
USEP,01 Jan 2023,26,117.51,0,5634.365,0
USEP,01 Jan 2023,27,117.51,0,5612.228,0
USEP,01 Jan 2023,28,117.53,0,5633.684,0
USEP,01 Jan 2023,29,116.06,0,5684.746,0
USEP,01 Jan 2023,30,116.06,0,5676.983,0
USEP,01 Jan 2023,31,116.08,0,5684.224,0
USEP,01 Jan 2023,32,126.79,0,5732.04,0
USEP,01 Jan 2023,33,146.93,0,5780.731,0
USEP,01 Jan 2023,34,137.24,0,5788.932,0
USEP,01 Jan 2023,35,151.61,0,5823.578,0
USEP,01 Jan 2023,36,157.21,0,5848.115,0
USEP,01 Jan 2023,37,181.38,0,5906.353,0
USEP,01 Jan 2023,38,194.23,0,5998.994,0
USEP,01 Jan 2023,39,231.19,0,6061.238,0
USEP,01 Jan 2023,40,231.17,0,6086.461,0
USEP,01 Jan 2023,41,231.16,0,6101.376,0
USEP,01 Jan 2023,42,230.7,0,6087.211,0
USEP,01 Jan 2023,43,232.49,0,6060.483,0
USEP,01 Jan 2023,44,213,0,5969.407,0
USEP,01 Jan 2023,45,181.45,0,5864.023,0
USEP,01 Jan 2023,46,158.71,0,5783.266,0
USEP,01 Jan 2023,47,157.26,0,5694.964,0
USEP,01 Jan 2023,48,145.21,0,5632.084,0
USEP,02 Jan 2023,1,194.09,0,5587.915,0
USEP,02 Jan 2023,2,191.73,0,5516.119,0
USEP,02 Jan 2023,3,162.2,0,5440.271,0
USEP,02 Jan 2023,4,141.24,0,5345.528,0
USEP,02 Jan 2023,5,123.77,0,5270.466,0
USEP,02 Jan 2023,6,107.69,0,5198.068,0
USEP,02 Jan 2023,7,104.61,0,5152.826,0
USEP,02 Jan 2023,8,104.5,0,5131.749,0
USEP,02 Jan 2023,9,104.51,0,5126.237,0
USEP,02 Jan 2023,10,106.75,0,5153.646,0
USEP,02 Jan 2023,11,117.34,0,5177.478,0
USEP,02 Jan 2023,12,123.59,0,5241.963,0
USEP,02 Jan 2023,13,123.75,0,5307.776,0
USEP,02 Jan 2023,14,120.81,0,5346.393,0
USEP,02 Jan 2023,15,130.72,0,5393.509,0
USEP,02 Jan 2023,16,154.95,0,5467.422,0
USEP,02 Jan 2023,17,162.99,0,5576.39,0
USEP,02 Jan 2023,18,177.41,0,5642.287,0
USEP,02 Jan 2023,19,181.23,0,5707.806,0
USEP,02 Jan 2023,20,181.34,0,5758.336,0
USEP,02 Jan 2023,21,181.36,0,5804.607,0
USEP,02 Jan 2023,22,181.36,0,5819.895,0
USEP,02 Jan 2023,23,170.44,0,5822.753,0
USEP,02 Jan 2023,24,164.68,0,5801.461,0
USEP,02 Jan 2023,25,124.9,0,5729.535,0
USEP,02 Jan 2023,26,123.3,0,5686.083,0
USEP,02 Jan 2023,27,123.29,0,5690.864,0
USEP,02 Jan 2023,28,130.84,0,5739.719,0
USEP,02 Jan 2023,29,143.78,0,5774.166,0
USEP,02 Jan 2023,30,149.55,0,5777.307,0
USEP,02 Jan 2023,31,170.42,0,5843.97,0
USEP,02 Jan 2023,32,191.88,0,5902.481,0
USEP,02 Jan 2023,33,227.62,0,5979.591,0
USEP,02 Jan 2023,34,230.6,0,6005.082,0
USEP,02 Jan 2023,35,232.44,0,6060.418,0
USEP,02 Jan 2023,36,232.22,0,6068.3,0
USEP,02 Jan 2023,37,247.05,0,6150.047,0
USEP,02 Jan 2023,38,251.32,0,6247.871,0
USEP,02 Jan 2023,39,280.92,0,6299.748,0
USEP,02 Jan 2023,40,281,0,6314.002,0
USEP,02 Jan 2023,41,280.99,0,6306.095,0
USEP,02 Jan 2023,42,251.31,0,6257.787,0
USEP,02 Jan 2023,43,372.52,0,6199.797,0
USEP,02 Jan 2023,44,329.13,0,6145.952,0
USEP,02 Jan 2023,45,245.96,0,6055.299,0
USEP,02 Jan 2023,46,236.07,0,5974.526,0
USEP,02 Jan 2023,47,194.61,0,5825.093,0
USEP,02 Jan 2023,48,181.68,0,5733.367,0
USEP,03 Jan 2023,1,120.63,0,5609.888,0
USEP,03 Jan 2023,2,113.04,0,5491.015,0
USEP,03 Jan 2023,3,113.02,0,5412.166,0
USEP,03 Jan 2023,4,112.06,0,5341.299,0
USEP,03 Jan 2023,5,109.44,0,5269.676,0
USEP,03 Jan 2023,6,106.67,0,5230.368,0
USEP,03 Jan 2023,7,107.67,0,5191.801,0
USEP,03 Jan 2023,8,105.63,0,5179.669,0
USEP,03 Jan 2023,9,105.61,0,5173.939,0
USEP,03 Jan 2023,10,105.63,0,5192.895,0
USEP,03 Jan 2023,11,112.04,0,5292.98,0
USEP,03 Jan 2023,12,131.53,0,5458.735,0
USEP,03 Jan 2023,13,156.25,0,5649.101,0
USEP,03 Jan 2023,14,181.59,0,5820.173,0
USEP,03 Jan 2023,15,207.86,0,6003.83,0
USEP,03 Jan 2023,16,278.29,0,6238.359,0
USEP,03 Jan 2023,17,232.53,0,6461.467,0
USEP,03 Jan 2023,18,307.83,0,6592.536,0
USEP,03 Jan 2023,19,250.88,0,6667.449,0
USEP,03 Jan 2023,20,251.87,0,6720.026,0
USEP,03 Jan 2023,21,251.88,0,6745.105,0
USEP,03 Jan 2023,22,251.77,0,6745.577,0
USEP,03 Jan 2023,23,251.65,0,6729.469,0
USEP,03 Jan 2023,24,250.17,0,6680.421,0
USEP,03 Jan 2023,25,232.48,0,6636.257,0
USEP,03 Jan 2023,26,232.49,0,6644.994,0
USEP,03 Jan 2023,27,251.78,0,6736.805,0
USEP,03 Jan 2023,28,251.8,0,6747.197,0
USEP,03 Jan 2023,29,251.76,0,6755.796,0
USEP,03 Jan 2023,30,253.57,0,6784.174,0
USEP,03 Jan 2023,31,282.02,0,6821.802,0
USEP,03 Jan 2023,32,379.78,0,6866.726,0
USEP,03 Jan 2023,33,354.27,0,6864.052,0
USEP,03 Jan 2023,34,404.99,0,6893.688,0
USEP,03 Jan 2023,35,304.29,0,6839.595,0
USEP,03 Jan 2023,36,251.7,0,6749.673,0
USEP,03 Jan 2023,37,250.81,0,6697.492,0
USEP,03 Jan 2023,38,250.8,0,6689.864,0
USEP,03 Jan 2023,39,250.81,0,6691.553,0
USEP,03 Jan 2023,40,250.37,0,6668.105,0
USEP,03 Jan 2023,41,250.25,0,6638.18,0
USEP,03 Jan 2023,42,232.57,0,6600.751,0
USEP,03 Jan 2023,43,231.22,0,6509.517,0
USEP,03 Jan 2023,44,230.23,0,6339.553,0
USEP,03 Jan 2023,45,207.87,0,6181.169,0
USEP,03 Jan 2023,46,179.11,0,6052.372,0
USEP,03 Jan 2023,47,125.92,0,5909.285,0
USEP,03 Jan 2023,48,112.09,0,5722.791,0
USEP,04 Jan 2023,1,110.57,0,5539.338,0
USEP,04 Jan 2023,2,98.67,0,5440.381,0
USEP,04 Jan 2023,3,110.56,0,5490.692,0
USEP,04 Jan 2023,4,104.04,0,5430.302,0
USEP,04 Jan 2023,5,110.52,0,5387.077,0
USEP,04 Jan 2023,6,101.32,0,5329.097,0
USEP,04 Jan 2023,7,110.5,0,5318.477,0
USEP,04 Jan 2023,8,106.67,0,5308.049,0
USEP,04 Jan 2023,9,106.66,0,5294.486,0
USEP,04 Jan 2023,10,110.52,0,5313.82,0
USEP,04 Jan 2023,11,109.43,0,5395.01,0
USEP,04 Jan 2023,12,110.7,0,5539.815,0
USEP,04 Jan 2023,13,135.28,0,5722.801,0
USEP,04 Jan 2023,14,204.25,0,5904.574,0
USEP,04 Jan 2023,15,232.34,0,6095.914,0
USEP,04 Jan 2023,16,354.15,0,6295.519,0
USEP,04 Jan 2023,17,301.63,0,6498.24,0
USEP,04 Jan 2023,18,303.74,0,6627.157,0
USEP,04 Jan 2023,19,303.76,0,6701.563,0
USEP,04 Jan 2023,20,303.86,2851.38,6705.687,35
USEP,04 Jan 2023,21,303.77,2825.08,6728.082,35
USEP,04 Jan 2023,22,301.78,2420.04,6713.978,43
USEP,04 Jan 2023,23,301.81,13.58,6695.753,43
USEP,04 Jan 2023,24,301.58,0,6679.258,0
USEP,04 Jan 2023,25,300.75,47.01,6637.131,35
USEP,04 Jan 2023,26,301.57,0,6661.982,0
USEP,04 Jan 2023,27,301.8,0,6729.32,0
USEP,04 Jan 2023,28,301.8,0,6742.68,0
USEP,04 Jan 2023,29,301.8,0,6770.199,0
USEP,04 Jan 2023,30,303.89,0,6776.247,0
USEP,04 Jan 2023,31,322.9,0,6791.033,0
USEP,04 Jan 2023,32,354.24,0,6806.485,0
USEP,04 Jan 2023,33,301.75,0,6819.426,0
USEP,04 Jan 2023,34,301.66,0,6805.436,0
USEP,04 Jan 2023,35,301.76,2.61,6711.828,8
USEP,04 Jan 2023,36,301.31,8.5,6642.218,8
USEP,04 Jan 2023,37,300.74,0,6636.038,0
USEP,04 Jan 2023,38,301.68,0,6708.093,0
USEP,04 Jan 2023,39,303.88,0,6727.685,0
USEP,04 Jan 2023,40,303.47,0,6709.903,0
USEP,04 Jan 2023,41,301.59,0,6665.575,0
USEP,04 Jan 2023,42,300.76,0,6603.579,0
USEP,04 Jan 2023,43,300.86,0,6537.334,0
USEP,04 Jan 2023,44,263.04,0,6404.943,0
USEP,04 Jan 2023,45,202.87,0,6235.765,0
USEP,04 Jan 2023,46,168.86,0,6088.931,0
USEP,04 Jan 2023,47,121.37,0,5941.61,0
USEP,04 Jan 2023,48,104.86,0,5724.62,0
USEP,05 Jan 2023,1,97.97,0,5530.184,0
USEP,05 Jan 2023,2,110.55,0,5437.985,0
USEP,05 Jan 2023,3,110.68,0,5465.285,0
USEP,05 Jan 2023,4,110.58,0,5408.245,0
USEP,05 Jan 2023,5,110.51,0,5338.312,0
USEP,05 Jan 2023,6,106.77,0,5289.894,0
USEP,05 Jan 2023,7,106.83,0,5271.485,0
USEP,05 Jan 2023,8,110.48,0,5274.214,0
USEP,05 Jan 2023,9,110.48,0,5279.015,0
USEP,05 Jan 2023,10,110.53,0,5300.147,0
USEP,05 Jan 2023,11,113.73,0,5396.714,0
USEP,05 Jan 2023,12,113.78,0,5542.057,0
USEP,05 Jan 2023,13,185.7,0,5730.435,0
USEP,05 Jan 2023,14,268.4,0,5917.058,0
USEP,05 Jan 2023,15,207.84,0,6115.023,0
USEP,05 Jan 2023,16,250.57,0,6320.593,0
USEP,05 Jan 2023,17,280.41,0,6513.652,0
USEP,05 Jan 2023,18,300.84,0,6623.151,0
USEP,05 Jan 2023,19,350.77,0,6689.645,0
USEP,05 Jan 2023,20,487.64,0,6724.251,0
USEP,05 Jan 2023,21,354.22,0,6755.423,0
USEP,05 Jan 2023,22,354.22,0,6751.168,0
USEP,05 Jan 2023,23,323.92,0,6725.106,0
USEP,05 Jan 2023,24,283.35,0,6668.368,0
USEP,05 Jan 2023,25,280.65,0,6639.06,0
USEP,05 Jan 2023,26,280.47,0,6619.96,0
USEP,05 Jan 2023,27,303.87,0,6694.356,0
USEP,05 Jan 2023,28,316.19,0,6716.214,0
USEP,05 Jan 2023,29,491.18,1720.99,6780.463,8
USEP,05 Jan 2023,30,536.66,1531.74,6817.997,8
USEP,05 Jan 2023,31,549.61,0,6866.723,8
USEP,05 Jan 2023,32,549.59,0,6864.64,8
USEP,05 Jan 2023,33,549.59,0,6875.409,0
USEP,05 Jan 2023,34,549.57,0,6875.304,0
USEP,05 Jan 2023,35,549.61,0,6826.996,0
USEP,05 Jan 2023,36,536.3,0,6725.444,0
USEP,05 Jan 2023,37,289.62,0,6645.645,0
USEP,05 Jan 2023,38,268.52,0,6634.786,0
USEP,05 Jan 2023,39,326.28,0,6672.354,0
USEP,05 Jan 2023,40,310.76,0,6658.756,0
USEP,05 Jan 2023,41,315.68,0,6637.331,0
USEP,05 Jan 2023,42,270.63,0,6590.483,0
USEP,05 Jan 2023,43,270.62,0,6518.99,0
USEP,05 Jan 2023,44,220.41,0,6389.472,0
USEP,05 Jan 2023,45,206.64,0,6224.537,0
USEP,05 Jan 2023,46,200.49,0,6089.463,0
USEP,05 Jan 2023,47,181.57,0,5942.758,0
USEP,05 Jan 2023,48,125.91,0,5830.232,0
USEP,06 Jan 2023,1,194.04,0,5730.062,0
USEP,06 Jan 2023,2,168.71,0,5614.047,0
USEP,06 Jan 2023,3,120.69,0,5498.231,0
USEP,06 Jan 2023,4,120.79,0,5441.504,0
USEP,06 Jan 2023,5,120.62,0,5395.402,0
USEP,06 Jan 2023,6,119.09,0,5350.031,0
USEP,06 Jan 2023,7,120.41,0,5319.008,0
USEP,06 Jan 2023,8,116.5,0,5287.036,0
USEP,06 Jan 2023,9,116.35,0,5276.177,0
USEP,06 Jan 2023,10,120.41,0,5320.007,0
USEP,06 Jan 2023,11,167.88,0,5430.893,0
USEP,06 Jan 2023,12,198.36,0,5607.726,0
USEP,06 Jan 2023,13,207.69,0,5804.716,0
USEP,06 Jan 2023,14,220.57,0,5960.884,0
USEP,06 Jan 2023,15,234.69,0,6137.88,0
USEP,06 Jan 2023,16,234.7,0,6326.666,0
USEP,06 Jan 2023,17,253.87,0,6494.413,0
USEP,06 Jan 2023,18,299.2,0,6595.21,0
USEP,06 Jan 2023,19,301.55,0,6660.521,0
USEP,06 Jan 2023,20,324.16,0,6700.509,0
USEP,06 Jan 2023,21,268.41,0,6698.655,0
USEP,06 Jan 2023,22,268.42,0,6678.994,0
USEP,06 Jan 2023,23,261.25,0,6647.291,0
USEP,06 Jan 2023,24,261.27,0,6651.629,0
USEP,06 Jan 2023,25,252.01,0,6611.308,0
USEP,06 Jan 2023,26,267.81,0,6644.348,0
USEP,06 Jan 2023,27,300.82,0,6713.382,0
USEP,06 Jan 2023,28,330.82,0,6803.011,0
USEP,06 Jan 2023,29,335.92,0,6814.496,0
USEP,06 Jan 2023,30,311.69,0,6792.814,8
USEP,06 Jan 2023,31,311.89,0,6798.162,8
USEP,06 Jan 2023,32,311.25,177.71,6798.266,8
USEP,06 Jan 2023,33,303.88,2145.49,6786.154,8
USEP,06 Jan 2023,34,301.81,0,6773.449,0
USEP,06 Jan 2023,35,335.89,0,6811.455,0
USEP,06 Jan 2023,36,354.09,0,6814.635,0
USEP,06 Jan 2023,37,335.9,0,6811.887,0
USEP,06 Jan 2023,38,311.9,0,6800.854,0
USEP,06 Jan 2023,39,425.16,0,6801.788,0
USEP,06 Jan 2023,40,799.79,0,6758.45,0
USEP,06 Jan 2023,41,799.78,0,6737.163,0
USEP,06 Jan 2023,42,325.85,0,6705.504,0
USEP,06 Jan 2023,43,310.82,0,6598.361,0
USEP,06 Jan 2023,44,263.17,0,6436.751,0
USEP,06 Jan 2023,45,257.63,0,6268.467,0
USEP,06 Jan 2023,46,246.26,0,6139.292,0
USEP,06 Jan 2023,47,250.52,0,6015.435,0
USEP,06 Jan 2023,48,250.5,0,5945.094,0
USEP,07 Jan 2023,1,327.44,0,5856.658,0
USEP,07 Jan 2023,2,281.19,0,5767.635,0
USEP,07 Jan 2023,3,216.78,0,5652.53,0
USEP,07 Jan 2023,4,181.36,0,5578.755,0
USEP,07 Jan 2023,5,181.3,0,5511.69,0
USEP,07 Jan 2023,6,164.03,0,5459.217,0
USEP,07 Jan 2023,7,162.23,0,5420.004,0
USEP,07 Jan 2023,8,160.84,0,5384.274,0
USEP,07 Jan 2023,9,160.76,0,5372.615,0
USEP,07 Jan 2023,10,160.82,0,5377.451,0
USEP,07 Jan 2023,11,161,0,5410.814,0
USEP,07 Jan 2023,12,181.28,0,5480.151,0
USEP,07 Jan 2023,13,162.25,0,5558.359,0
USEP,07 Jan 2023,14,181.32,0,5621.97,0
USEP,07 Jan 2023,15,216.74,0,5703.965,0
USEP,07 Jan 2023,16,286.34,0,5838.498,0
USEP,07 Jan 2023,17,250.62,0,5999.232,0
USEP,07 Jan 2023,18,250.65,0,6080.676,0
USEP,07 Jan 2023,19,251.3,0,6152.582,0
USEP,07 Jan 2023,20,251.3,0,6205.786,0
USEP,07 Jan 2023,21,251.29,0,6235.094,0
USEP,07 Jan 2023,22,251.29,0,6282.264,0
USEP,07 Jan 2023,23,250.59,0,6265.003,0
USEP,07 Jan 2023,24,246.26,0,6227.266,0
USEP,07 Jan 2023,25,207.58,0,6155.603,0
USEP,07 Jan 2023,26,216.7,0,6162.875,0
USEP,07 Jan 2023,99,99999,9.99,9999.268,9.999
USEP,07 Jan 2023,28,194.04,0,6136.509,0
USEP,07 Jan 2023,29,181.56,0,6148.988,0
USEP,07 Jan 2023,30,207.51,0,6190.244,0
USEP,07 Jan 2023,31,207.63,0,6187.014,0
USEP,07 Jan 2023,32,194.09,0,6140.102,0
USEP,07 Jan 2023,33,191.76,0,6137.518,0
USEP,07 Jan 2023,34,232.25,0,6212.57,0
USEP,07 Jan 2023,35,242.15,0,6273.04,0
USEP,07 Jan 2023,36,250.46,0,6289.207,0
USEP,07 Jan 2023,37,250.74,0,6336.248,0
USEP,07 Jan 2023,38,251.36,0,6381.063,0
USEP,07 Jan 2023,39,251.29,0,6412.398,0
USEP,07 Jan 2023,40,250.75,0,6406.221,0
USEP,07 Jan 2023,41,248.97,0,6417.254,0
USEP,07 Jan 2023,42,249.02,0,6419.053,0
USEP,07 Jan 2023,43,244.38,0,6380.834,0
USEP,07 Jan 2023,44,250.65,0,6278.566,0
USEP,07 Jan 2023,45,241.35,0,6150.937,0
USEP,07 Jan 2023,46,207.61,0,6063.127,0
USEP,07 Jan 2023,47,202.74,0,5969.462,0
USEP,07 Jan 2023,48,181.44,0,5837.19,0
USEP,08 Jan 2023,1,203.98,0,5700.848,0
USEP,08 Jan 2023,2,185.33,0,5600.892,0
USEP,08 Jan 2023,3,232.04,0,5575.028,0
USEP,08 Jan 2023,4,207.47,0,5479.932,0
USEP,08 Jan 2023,5,207.43,0,5413.334,0
USEP,08 Jan 2023,6,185.27,0,5338.217,0
USEP,08 Jan 2023,7,160.8,0,5264.413,0
USEP,08 Jan 2023,8,154.01,0,5237.466,0
USEP,08 Jan 2023,9,160.8,0,5241.934,0
USEP,08 Jan 2023,10,160.8,0,5254.841,0
USEP,08 Jan 2023,11,181.21,0,5289.974,0
USEP,08 Jan 2023,12,200.73,0,5347.337,0
USEP,08 Jan 2023,13,117.93,0,5405.571,0
USEP,08 Jan 2023,14,120.42,0,5451.2,0
USEP,08 Jan 2023,15,130.63,0,5478.476,0
USEP,08 Jan 2023,16,139.96,0,5547.708,0
USEP,08 Jan 2023,17,160.89,0,5635.543,0
USEP,08 Jan 2023,18,181.14,0,5695.207,0
USEP,08 Jan 2023,19,154.08,0,5725.977,0
USEP,08 Jan 2023,20,144.52,0,5747.323,0
USEP,08 Jan 2023,21,154.1,0,5794.831,0
USEP,08 Jan 2023,22,161.04,0,5831.813,0
USEP,08 Jan 2023,23,142.56,0,5806.58,0
USEP,08 Jan 2023,24,130.9,0,5786.019,0
USEP,08 Jan 2023,25,125.53,0,5767.879,0
USEP,08 Jan 2023,26,142.58,0,5795.925,0
USEP,08 Jan 2023,27,161.04,0,5822.146,0
USEP,08 Jan 2023,28,145.9,0,5796.62,0
USEP,08 Jan 2023,29,144.5,0,5812.241,0
USEP,08 Jan 2023,30,161.04,0,5836.256,0
USEP,08 Jan 2023,31,161.28,0,5862.016,0
USEP,08 Jan 2023,32,181.47,0,5905.811,0
USEP,08 Jan 2023,33,191.73,0,5928.892,0
USEP,08 Jan 2023,34,200.95,0,5973.468,0
USEP,08 Jan 2023,35,207.46,0,5999.451,0
USEP,08 Jan 2023,36,207.75,0,6045.443,0
USEP,08 Jan 2023,37,282.97,0,6104.606,0
USEP,08 Jan 2023,38,350.72,0,6203.037,0
USEP,08 Jan 2023,39,450.14,0,6292.507,0
USEP,08 Jan 2023,40,452.24,0,6324.941,0
USEP,08 Jan 2023,41,501.22,0,6352.222,0
USEP,08 Jan 2023,42,502.53,0,6364.706,0
USEP,08 Jan 2023,43,837.46,0,6342.366,0
USEP,08 Jan 2023,44,501.06,0,6273.323,0
USEP,08 Jan 2023,45,362.12,0,6166.234,0
USEP,08 Jan 2023,46,324.16,0,6082.341,0
USEP,08 Jan 2023,47,292.37,0,5984.894,0
USEP,08 Jan 2023,48,232.1,0,5870.47,0
USEP,09 Jan 2023,1,206.76,0,5748.953,0
USEP,09 Jan 2023,2,182.87,0,5637.546,0
USEP,09 Jan 2023,3,181.13,0,5562.956,0
USEP,09 Jan 2023,4,133.95,0,5489.668,0
USEP,09 Jan 2023,5,122.01,0,5421.534,0
USEP,09 Jan 2023,6,121.86,0,5387.53,0
USEP,09 Jan 2023,7,121.83,0,5348.734,0
USEP,09 Jan 2023,8,106.01,0,5342.238,0
USEP,09 Jan 2023,9,125.05,0,5330.161,0
USEP,09 Jan 2023,10,121.69,0,5335.484,0
USEP,09 Jan 2023,11,181.08,0,5441.892,0
USEP,09 Jan 2023,12,206.44,0,5608.486,0
USEP,09 Jan 2023,13,251.28,0,5817.504,0
USEP,09 Jan 2023,14,416.2,0,6026.746,0
USEP,09 Jan 2023,15,500.34,0,6232.246,0
USEP,09 Jan 2023,16,882.35,0,6459.126,0
USEP,09 Jan 2023,17,1080.93,0,6664.159,0
USEP,09 Jan 2023,18,1079.3,0,6795.908,0
USEP,09 Jan 2023,19,3852.2,0,6874.514,0
USEP,09 Jan 2023,20,3956.49,4500,6880.405,8
USEP,09 Jan 2023,21,928.66,4500,6897.944,8
USEP,09 Jan 2023,22,1301.07,194.71,6871.752,8
USEP,09 Jan 2023,23,1100.45,0,6850.469,0
USEP,09 Jan 2023,24,899.96,0,6809.745,0
USEP,09 Jan 2023,25,882.37,0,6749.295,0
USEP,09 Jan 2023,26,882.38,0,6762.803,0
USEP,09 Jan 2023,27,899.89,0,6815.083,0
USEP,09 Jan 2023,28,928.15,0,6875.235,0
USEP,09 Jan 2023,29,1100.75,0,6925.352,0
USEP,09 Jan 2023,30,1076.89,4.3,6872.769,5
USEP,09 Jan 2023,31,1078.05,0,6878.917,5
USEP,09 Jan 2023,32,1078.06,0,6876.86,0
USEP,09 Jan 2023,33,1078.08,0,6875.602,0
USEP,09 Jan 2023,34,1078.06,0,6880.587,0
USEP,09 Jan 2023,35,1078.12,0,6881.074,0
USEP,09 Jan 2023,36,899.48,0,6829.436,0
USEP,09 Jan 2023,37,838.42,0,6773.643,0
USEP,09 Jan 2023,38,1078.03,0,6835.683,0
USEP,09 Jan 2023,39,1079.04,0,6855.663,0
USEP,09 Jan 2023,40,3333.98,0,6828.059,0
USEP,09 Jan 2023,41,3960.68,0,6777.41,0
USEP,09 Jan 2023,42,936.48,0,6708.814,0
USEP,09 Jan 2023,43,3333.03,0,6649.09,0
USEP,09 Jan 2023,44,3336.62,0,6518.21,0
USEP,09 Jan 2023,45,451.3,0,6364.03,0
USEP,09 Jan 2023,46,362.09,0,6211.337,0
USEP,09 Jan 2023,47,287.2,0,6067.316,0
USEP,09 Jan 2023,48,206.61,0,5939.558,0
USEP,10 Jan 2023,1,260.77,0,5804.279,0
USEP,10 Jan 2023,2,201.53,0,5698.269,0
USEP,10 Jan 2023,3,201.46,0,5649.563,0
USEP,10 Jan 2023,4,193.64,0,5588.576,0
USEP,10 Jan 2023,5,178.05,0,5530.77,0
USEP,10 Jan 2023,6,193.8,0,5491.393,0
USEP,10 Jan 2023,7,193.79,0,5471.07,0
USEP,10 Jan 2023,8,201.4,0,5500.14,0
USEP,10 Jan 2023,9,193.62,0,5494.892,0
USEP,10 Jan 2023,10,136.36,0,5496.005,0
USEP,10 Jan 2023,11,120.79,0,5579.725,0
USEP,10 Jan 2023,12,201.26,0,5751.905,0
USEP,10 Jan 2023,13,202.41,0,5946.232,0
USEP,10 Jan 2023,14,202.49,0,6129.074,0
USEP,10 Jan 2023,15,207.8,0,6320.513,0
USEP,10 Jan 2023,16,405.77,0,6545.694,0
USEP,10 Jan 2023,17,454.34,0,6732.382,0
USEP,10 Jan 2023,18,504.49,0,6822.518,0
USEP,10 Jan 2023,19,392.73,0,6855.553,0
USEP,10 Jan 2023,20,504.78,0,6937.966,0
USEP,10 Jan 2023,21,308.85,0,6977.607,0
USEP,10 Jan 2023,22,306.08,0,6960.624,0
USEP,10 Jan 2023,23,308.51,0,6942.18,0
USEP,10 Jan 2023,24,308.38,0,6913.384,0
USEP,10 Jan 2023,25,312.9,0,6853.844,0
USEP,10 Jan 2023,26,307.55,0,6879.211,0
USEP,10 Jan 2023,27,312.87,0,6948.477,0
USEP,10 Jan 2023,28,308.32,0,6935.342,0
USEP,10 Jan 2023,29,302.92,0,6928.632,0
USEP,10 Jan 2023,30,307.52,0,6935.521,0
USEP,10 Jan 2023,31,333.02,0,7004.35,0
USEP,10 Jan 2023,32,333.1,0,7019.439,0
USEP,10 Jan 2023,33,308.87,0,6986.493,0
USEP,10 Jan 2023,34,307.51,0,6965.5,0
USEP,10 Jan 2023,35,302.59,0,6876.552,0
USEP,10 Jan 2023,36,281.41,0,6825.659,0
USEP,10 Jan 2023,37,290.69,0,6818.706,0
USEP,10 Jan 2023,38,292.25,0,6833.884,0
USEP,10 Jan 2023,39,302.57,0,6833.283,0
USEP,10 Jan 2023,40,292.28,0,6809.715,0
USEP,10 Jan 2023,41,302.7,0,6792.907,0
USEP,10 Jan 2023,42,289.08,0,6741.691,0
USEP,10 Jan 2023,43,251.27,0,6673.552,0
USEP,10 Jan 2023,44,250.66,0,6537.97,0
USEP,10 Jan 2023,45,250.62,0,6400.967,0
USEP,10 Jan 2023,46,267.29,0,6313.709,0
USEP,10 Jan 2023,47,251.61,0,6245.362,0
USEP,10 Jan 2023,48,251.28,0,6166.592,0
USEP,11 Jan 2023,1,251.65,0,6062.217,0
USEP,11 Jan 2023,2,207.75,0,5947.589,0
USEP,11 Jan 2023,3,201.48,0,5846.425,0
USEP,11 Jan 2023,4,177.07,0,5751.423,0
USEP,11 Jan 2023,5,171.84,0,5704.352,0
USEP,11 Jan 2023,6,167.21,0,5672.211,0
USEP,11 Jan 2023,7,136.69,0,5610.628,0
USEP,11 Jan 2023,8,119.93,0,5533.27,0
USEP,11 Jan 2023,9,108.13,0,5489.738,0
USEP,11 Jan 2023,10,120.48,0,5542.628,0
USEP,11 Jan 2023,11,148.15,0,5656.968,0
USEP,11 Jan 2023,12,201.46,0,5821.679,0
USEP,11 Jan 2023,13,201.52,0,5948.061,0
USEP,11 Jan 2023,14,202.56,0,6107.618,0
USEP,11 Jan 2023,15,241.72,0,6329.071,0
USEP,11 Jan 2023,16,308.54,0,6555.385,0
