,date,period,demand_mw,bid_price,cumulative_bid_volumn
1053,2023-01-22,48,5590.569,115.06,5596.5999999999985
1054,2023-01-23,1,5491.398,111.4,5525.299999999999
1055,2023-01-23,2,5403.732,110.67,5407.3
1056,2023-01-23,3,5308.715,107.02,5311.2
1057,2023-01-23,4,5239.787,106.17,5259.6
1058,2023-01-23,5,5190.524,103.2,5192.6
1059,2023-01-23,6,5141.997,101.32,5150.9
1060,2023-01-23,7,5103.305,95.52,5104.7
1061,2023-01-23,8,5064.768,95.02,5074.700000000001
1062,2023-01-23,9,5053.904,94.48,5057.900000000001
1063,2023-01-23,10,5064.455,95.02,5072.900000000001
1064,2023-01-23,11,5097.49,95.52,5102.900000000001
1065,2023-01-23,12,5144.437,103.2,5160.3
1066,2023-01-23,13,5200.678,103.2,5215.099999999999
1067,2023-01-23,14,5250.74,106.07,5265.1
1068,2023-01-23,15,5293.721,106.17,5297.1
1069,2023-01-23,16,5376.203,110.51,5381.200000000001
1070,2023-01-23,17,5462.472,111.13,5515.7
1071,2023-01-23,18,5528.727,111.23,5539.799999999999
1072,2023-01-23,19,5587.264,111.68,5638.3
1073,2023-01-23,20,5650.463,111.72,5671.499999999999
1074,2023-01-23,21,5684.438,111.76,5718.999999999999
1075,2023-01-23,22,5694.909,111.76,5741.1
1076,2023-01-23,23,5689.686,111.77,5731.1
1077,2023-01-23,24,5686.838,111.78,5730.500000000001
1078,2023-01-23,25,5722.637,111.77,5752.1
1079,2023-01-23,26,5729.391,111.73,5743.9
1080,2023-01-23,27,5760.22,115.01,5761.0999999999985
1081,2023-01-23,28,5802.321,121.54,5809.7
1082,2023-01-23,29,5781.233,119.55,5782.4000000000015
1083,2023-01-23,30,5761.299,112.01,5761.499999999999
1084,2023-01-23,31,5755.016,111.77,5762.599999999999
1085,2023-01-23,32,5802.654,120.0,5809.499999999999
1086,2023-01-23,33,5818.001,120.0,5818.199999999999
1087,2023-01-23,34,5823.965,120.0,5827.2
1088,2023-01-23,35,5806.521,120.0,5816.8
1089,2023-01-23,36,5819.055,119.55,5823.3
1090,2023-01-23,37,5864.302,122.01,5869.0
1091,2023-01-23,38,5913.709,123.2,5916.8
1092,2023-01-23,39,5977.926,126.27,6004.799999999999
1093,2023-01-23,40,6019.684,130.05,6027.999999999999
1094,2023-01-23,41,6007.314,126.27,6019.200000000001
1095,2023-01-23,42,6000.286,126.27,6019.699999999999
1096,2023-01-23,43,5976.574,126.27,6009.5
1097,2023-01-23,44,5793.753,112.01,5794.9
1098,2023-01-23,45,5701.331,111.85,5746.6
1099,2023-01-23,46,5604.694,111.4,5605.099999999999
1100,2023-01-23,47,5509.121,111.28,5570.1
1101,2023-01-23,48,5528.578,111.07,5541.499999999999
1102,2023-01-24,1,5552.171,115.55,5554.9
1103,2023-01-24,2,5470.588,113.58,5485.3
1104,2023-01-24,3,5264.1,105.77,5269.2
1105,2023-01-24,4,5193.019,105.47,5227.6
1106,2023-01-24,5,5143.344,105.47,5177.6
1107,2023-01-24,6,5095.483,96.95,5095.9
1108,2023-01-24,7,5060.051,94.48,5079.700000000001
1109,2023-01-24,8,5029.749,86.9,5034.700000000001
1110,2023-01-24,9,5017.155,86.9,5032.900000000001
1111,2023-01-24,10,5027.826,86.9,5027.9
1112,2023-01-24,11,5058.247,94.48,5067.9
1113,2023-01-24,12,5103.872,103.01,5105.099999999999
1114,2023-01-24,13,5161.499,103.2,5168.9
1115,2023-01-24,14,5214.922,103.2,5219.3
1116,2023-01-24,15,5264.388,105.55,5266.8
1117,2023-01-24,16,5343.177,105.87,5357.200000000001
1118,2023-01-24,17,5432.901,111.07,5486.9
1119,2023-01-24,18,5512.948,111.13,5523.099999999999
1120,2023-01-24,19,5588.705,111.65,5629.200000000001
1121,2023-01-24,20,5667.246,113.58,5680.7
1122,2023-01-24,21,5730.996,111.81,5732.6
1123,2023-01-24,22,5742.05,111.72,5744.900000000001
1124,2023-01-24,23,5748.754,111.73,5749.9
1125,2023-01-24,24,5766.681,111.91,5769.900000000001
1126,2023-01-24,25,5796.74,115.01,5801.499999999999
1127,2023-01-24,26,5805.606,119.55,5810.3
1128,2023-01-24,27,5811.381,119.55,5812.0999999999985
1129,2023-01-24,28,5832.459,124.52,5834.4000000000015
1130,2023-01-24,29,5833.697,124.02,5836.7
1131,2023-01-24,30,5811.903,120.05,5812.999999999999
1132,2023-01-24,31,5810.298,119.55,5812.499999999999
1133,2023-01-24,32,5847.409,124.52,5856.799999999999
1134,2023-01-24,33,5873.884,125.57,5877.8
1135,2023-01-24,34,5873.924,125.47,5878.4
1136,2023-01-24,35,5861.374,124.02,5862.899999999999
1137,2023-01-24,36,5890.996,125.57,5894.499999999999
1138,2023-01-24,37,5939.463,130.55,5944.3
1139,2023-01-24,38,5999.928,148.2,6013.4
1140,2023-01-24,39,6064.573,163.58,6065.7
1141,2023-01-24,40,6099.259,182.22,6103.999999999998
1142,2023-01-24,41,6078.757,163.58,6079.8
1143,2023-01-24,42,6050.98,153.6,6055.699999999999
1144,2023-01-24,43,5985.938,130.55,5991.2
1145,2023-01-24,44,5904.728,124.52,5906.9
1146,2023-01-24,45,5802.614,123.2,5808.0
1147,2023-01-24,46,5677.996,111.98,5682.700000000001
1148,2023-01-24,47,5551.361,111.21,5558.200000000001
1149,2023-01-24,48,5384.225,105.77,5396.2
1150,2023-01-25,1,5212.501,95.6,5256.900000000001
1151,2023-01-25,2,5114.418,86.9,5128.500000000001
1152,2023-01-25,3,5109.652,90.23,5113.9000000000015
1153,2023-01-25,4,5050.087,86.9,5087.1
1154,2023-01-25,5,5001.127,86.7,5024.700000000001
1155,2023-01-25,6,4958.335,85.3,4965.300000000001
1156,2023-01-25,7,4943.54,85.4,4948.5
1157,2023-01-25,8,4936.428,84.48,4939.099999999999
1158,2023-01-25,9,4943.575,85.4,4951.700000000001
1159,2023-01-25,10,4962.038,86.7,4992.9
1160,2023-01-25,11,5056.085,94.73,5059.700000000001
1161,2023-01-25,12,5215.851,96.2,5249.399999999999
1162,2023-01-25,13,5403.623,105.47,5405.6
1163,2023-01-25,14,5587.413,108.56,5592.800000000001
1164,2023-01-25,15,5789.941,111.7,5827.0
1165,2023-01-25,16,6000.44,118.23,6001.0
1166,2023-01-25,17,6209.513,126.4,6211.9
1167,2023-01-25,18,6355.656,191.0,6359.8
1168,2023-01-25,19,6429.808,200.0,6481.299999999999
1169,2023-01-25,20,6467.849,200.0,6488.599999999999
1170,2023-01-25,21,6490.964,205.57,6507.2
1171,2023-01-25,22,6502.803,205.67,6521.899999999999
1172,2023-01-25,23,6520.968,205.87,6537.600000000001
1173,2023-01-25,24,6504.02,250.0,6519.7
1174,2023-01-25,25,6480.214,205.57,6492.299999999999
1175,2023-01-25,26,6493.126,205.57,6502.700000000001
1176,2023-01-25,27,6569.803,250.0,6593.700000000002
1177,2023-01-25,28,6575.817,250.0,6595.8
1178,2023-01-25,29,6546.474,300.0,6582.700000000001
1179,2023-01-25,30,6507.937,250.0,6512.599999999999
1180,2023-01-25,31,6517.951,255.55,6518.499999999999
1181,2023-01-25,32,6517.092,250.0,6520.9
1182,2023-01-25,33,6512.693,205.57,6532.0
1183,2023-01-25,34,6498.275,200.0,6499.2
1184,2023-01-25,35,6458.704,200.0,6505.6
1185,2023-01-25,36,6374.438,148.2,6389.300000000001
1186,2023-01-25,37,6326.189,126.18,6331.000000000002
1187,2023-01-25,38,6345.9,134.52,6350.3
1188,2023-01-25,39,6380.073,148.4,6381.500000000001
1189,2023-01-25,40,6371.664,158.0,6376.1
1190,2023-01-25,41,6336.979,148.2,6346.100000000001
1191,2023-01-25,42,6278.357,128.0,6285.8
1192,2023-01-25,43,6204.742,148.2,6221.1
1193,2023-01-25,44,6067.898,125.68,6073.0
1194,2023-01-25,45,5905.13,116.53,5914.800000000001
1195,2023-01-25,46,5745.837,111.3,5753.4
1196,2023-01-25,47,5602.626,108.01,5602.799999999999
1197,2023-01-25,48,5392.788,102.9,5393.400000000001
1198,2023-01-26,1,5207.496,86.9,5207.6
1199,2023-01-26,2,5109.861,86.7,5122.5
1200,2023-01-26,3,5175.44,91.06,5178.900000000001
1201,2023-01-26,4,5101.153,86.9,5122.1
1202,2023-01-26,5,5041.762,86.9,5079.7000000000035
1203,2023-01-26,6,5008.13,86.7,5027.3
1204,2023-01-26,7,4987.778,86.7,5000.500000000002
1205,2023-01-26,8,4981.312,86.7,4994.300000000002
1206,2023-01-26,9,4990.104,86.7,4993.700000000003
1207,2023-01-26,10,5010.252,86.9,5039.9
1208,2023-01-26,11,5106.387,94.5,5106.700000000002
1209,2023-01-26,12,5264.522,99.0,5342.599999999999
1210,2023-01-26,13,5448.666,100.0,5478.3
1211,2023-01-26,14,5623.386,104.0,5627.3
1212,2023-01-26,15,5828.408,110.94,5843.300000000001
1213,2023-01-26,16,6045.185,125.37,6046.400000000001
1214,2023-01-26,17,6254.815,157.59,6257.899999999999
1215,2023-01-26,18,6390.267,555.55,6391.9
1216,2023-01-26,19,6462.685,358.2,6467.699999999999
1217,2023-01-26,20,6510.128,305.77,6511.0999999999985
1218,2023-01-26,21,6505.48,263.74,6506.299999999999
1219,2023-01-26,22,6494.076,263.74,6496.7
1220,2023-01-26,23,6476.805,255.55,6482.000000000002
1221,2023-01-26,24,6453.276,248.2,6454.699999999999
1222,2023-01-26,25,6411.837,250.0,6436.5999999999985
1223,2023-01-26,26,6410.52,250.0,6434.200000000002
1224,2023-01-26,27,6447.396,250.9,6457.500000000002
1225,2023-01-26,28,6456.012,250.0,6465.999999999999
1226,2023-01-26,29,6458.102,248.2,6467.700000000001
1227,2023-01-26,30,6449.862,246.8,6450.4
1228,2023-01-26,31,6472.318,266.25,6475.299999999997
1229,2023-01-26,32,6478.436,248.2,6479.9
1230,2023-01-26,33,6467.852,250.0,6483.699999999999
1231,2023-01-26,34,6490.601,250.9,6506.400000000001
1232,2023-01-26,35,6485.577,250.0,6490.400000000001
1233,2023-01-26,36,6403.343,205.87,6425.200000000002
1234,2023-01-26,37,6360.81,203.98,6368.4000000000015
1235,2023-01-26,38,6394.531,205.67,6399.699999999998
1236,2023-01-26,39,6429.783,205.87,6448.9
1237,2023-01-26,40,6419.565,200.0,6428.799999999999
1238,2023-01-26,41,6403.552,248.2,6419.200000000002
1239,2023-01-26,42,6365.665,243.98,6371.999999999998
1240,2023-01-26,43,6297.184,250.0,6324.100000000002
1241,2023-01-26,44,6161.895,200.0,6207.299999999998
1242,2023-01-26,45,6003.606,155.55,6009.9000000000015
1243,2023-01-26,46,5861.673,130.41,5869.299999999999
1244,2023-01-26,47,5728.884,120.5,5731.4
1245,2023-01-26,48,5536.958,104.67,5561.8
1246,2023-01-27,1,5359.434,105.67,5411.900000000001
1247,2023-01-27,2,5253.991,105.57,5284.8
1248,2023-01-27,3,5251.168,105.67,5299.000000000001
1249,2023-01-27,4,5195.325,105.67,5257.4000000000015
1250,2023-01-27,5,5151.266,105.57,5170.200000000003
1251,2023-01-27,6,5107.306,105.47,5148.0
1252,2023-01-27,7,5052.427,72.2,5064.8
1253,2023-01-27,8,5051.428,71.9,5054.2
1254,2023-01-27,9,5050.837,83.91,5056.600000000003
1255,2023-01-27,10,5077.009,105.57,5085.900000000001
1256,2023-01-27,11,5165.023,105.57,5192.5
1257,2023-01-27,12,5319.197,105.67,5336.6
1258,2023-01-27,13,5519.642,110.86,5570.900000000001
1259,2023-01-27,14,5676.297,111.15,5744.900000000001
1260,2023-01-27,15,5887.462,111.89,5911.099999999999
1261,2023-01-27,16,6096.182,123.2,6098.700000000001
1262,2023-01-27,17,6311.507,138.05,6311.699999999999
1263,2023-01-27,18,6421.881,176.88,6434.000000000001
1264,2023-01-27,19,6481.809,165.88,6501.600000000001
1265,2023-01-27,20,6505.591,148.2,6507.399999999999
1266,2023-01-27,21,6517.29,148.2,6518.399999999999
1267,2023-01-27,22,6511.783,148.2,6512.5
1268,2023-01-27,23,6496.873,188.07,6500.900000000001
1269,2023-01-27,24,6482.55,148.2,6488.5
1270,2023-01-27,25,6428.407,125.87,6429.4
1271,2023-01-27,26,6405.048,125.57,6407.6
1272,2023-01-27,27,6437.417,128.07,6439.4000000000015
1273,2023-01-27,28,6461.512,130.12,6464.6
1274,2023-01-27,29,6510.228,180.0,6511.600000000002
1275,2023-01-27,30,6551.996,200.0,6582.3
1276,2023-01-27,31,6571.801,200.0,6585.500000000001
1277,2023-01-27,32,6593.52,205.57,6612.8
1278,2023-01-27,33,6591.815,200.0,6597.8
1279,2023-01-27,34,6577.427,200.0,6615.1
1280,2023-01-27,35,6549.382,188.07,6550.600000000001
1281,2023-01-27,36,6479.379,125.87,6480.800000000002
1282,2023-01-27,37,6463.902,125.63,6471.300000000001
1283,2023-01-27,38,6484.94,138.55,6488.5
1284,2023-01-27,39,6502.405,148.2,6509.1
1285,2023-01-27,40,6484.041,139.88,6486.100000000001
1286,2023-01-27,41,6448.451,139.88,6455.600000000001
1287,2023-01-27,42,6394.094,125.87,6398.2
1288,2023-01-27,43,6327.247,163.68,6334.700000000001
1289,2023-01-27,44,6200.701,125.87,6215.099999999999
1290,2023-01-27,45,6062.635,125.57,6079.1
1291,2023-01-27,46,5932.252,113.96,5942.200000000001
1292,2023-01-27,47,5817.33,111.04,5818.1
1293,2023-01-27,48,5656.541,110.87,5730.7
1294,2023-01-28,1,5524.11,105.87,5529.0
1295,2023-01-28,2,5409.129,105.47,5425.3
1296,2023-01-28,3,5396.197,105.67,5413.7
1297,2023-01-28,4,5319.858,105.47,5342.6
1298,2023-01-28,5,5241.168,103.2,5260.4
1299,2023-01-28,6,5171.25,90.88,5181.1
1300,2023-01-28,7,5128.856,85.4,5135.500000000002
1301,2023-01-28,8,5106.337,83.48,5112.100000000001
1302,2023-01-28,9,5091.308,84.3,5097.100000000003
1303,2023-01-28,10,5107.55,85.3,5109.6
1304,2023-01-28,11,5145.68,90.88,5153.1
1305,2023-01-28,12,5227.754,100.81,5230.7
1306,2023-01-28,13,5309.66,101.22,5310.4
1307,2023-01-28,14,5387.376,105.37,5388.7
1308,2023-01-28,15,5494.186,105.88,5497.700000000001
1309,2023-01-28,16,5651.481,111.18,5711.9
1310,2023-01-28,17,5849.456,120.0,5850.8
1311,2023-01-28,18,5965.392,132.73,5981.1
1312,2023-01-28,19,6046.278,145.14,6046.3
1313,2023-01-28,20,6110.019,145.64,6113.1
1314,2023-01-28,21,6154.386,148.2,6161.9000000000015
1315,2023-01-28,22,6204.702,151.54,6211.000000000002
1316,2023-01-28,23,6217.912,151.54,6223.500000000001
1317,2023-01-28,24,6172.139,148.2,6176.300000000001
1318,2023-01-28,25,6146.001,139.88,6148.699999999999
1319,2023-01-28,26,6121.668,135.88,6128.0
1320,2023-01-28,27,6130.217,139.66,6134.400000000001
1321,2023-01-28,28,6101.505,131.15,6102.4
1322,2023-01-28,29,6102.554,132.02,6105.0
1323,2023-01-28,30,6070.358,132.52,6071.2
1324,2023-01-28,31,6046.383,125.87,6047.0
1325,2023-01-28,32,6017.229,125.37,6022.099999999999
1326,2023-01-28,33,5999.978,120.23,6000.4
1327,2023-01-28,34,5988.338,115.52,6005.200000000001
1328,2023-01-28,35,5956.147,115.02,5984.1
1329,2023-01-28,36,5953.434,115.02,5974.800000000001
1330,2023-01-28,37,5994.988,115.02,6005.3
1331,2023-01-28,38,6059.404,111.53,6070.400000000001
1332,2023-01-28,39,6089.184,112.1,6107.500000000001
1333,2023-01-28,40,6092.842,112.11,6109.0
1334,2023-01-28,41,6078.901,111.53,6080.100000000001
1335,2023-01-28,42,6074.821,111.62,6082.600000000001
1336,2023-01-28,43,6029.097,111.63,6082.0
1337,2023-01-28,44,5927.828,111.32,5974.7
1338,2023-01-28,45,5816.913,111.19,5878.5
1339,2023-01-28,46,5714.436,108.24,5721.9
1340,2023-01-28,47,5613.367,105.67,5637.0
1341,2023-01-28,48,5484.678,103.52,5490.9
1342,2023-01-29,1,5357.839,89.11,5381.200000000001
1343,2023-01-29,2,5261.883,94.21,5276.700000000001
1344,2023-01-29,3,5250.373,94.21,5253.900000000001
1345,2023-01-29,4,5186.106,89.11,5202.1
1346,2023-01-29,5,5109.657,85.97,5112.1
1347,2023-01-29,6,5054.778,84.2,5056.3
1348,2023-01-29,7,5017.583,83.65,5028.4
1349,2023-01-29,8,4980.213,83.15,4998.400000000002
1350,2023-01-29,9,4965.194,83.01,4972.500000000002
1351,2023-01-29,10,4985.253,83.65,5002.500000000001
1352,2023-01-29,11,5016.857,84.1,5024.3
1353,2023-01-29,12,5077.123,85.02,5079.1
1354,2023-01-29,13,5138.394,85.4,5138.9
1355,2023-01-29,14,5190.345,85.52,5194.200000000001
1356,2023-01-29,15,5221.78,88.61,5246.500000000001
1357,2023-01-29,16,5321.856,94.71,5335.999999999999
1358,2023-01-29,17,5434.586,103.2,5454.9
1359,2023-01-29,18,5561.768,105.57,5566.0
1360,2023-01-29,19,5636.035,105.87,5636.9
1361,2023-01-29,20,5684.149,110.74,5750.0
1362,2023-01-29,21,5756.796,110.92,5788.3
1363,2023-01-29,22,5824.358,110.96,5825.200000000001
1364,2023-01-29,23,5844.496,111.51,5910.900000000001
1365,2023-01-29,24,5815.745,111.03,5844.900000000001
1366,2023-01-29,25,5791.109,110.98,5870.2
1367,2023-01-29,26,5790.771,110.88,5843.4
1368,2023-01-29,27,5794.891,110.94,5852.400000000001
1369,2023-01-29,28,5781.447,110.8,5845.700000000001
1370,2023-01-29,29,5761.254,108.02,5761.6
1371,2023-01-29,30,5748.382,105.97,5755.900000000001
1372,2023-01-29,31,5733.476,105.88,5737.9
1373,2023-01-29,32,5738.705,105.88,5742.200000000001
1374,2023-01-29,33,5746.075,105.88,5748.200000000001
1375,2023-01-29,34,5738.392,105.87,5747.7
1376,2023-01-29,35,5773.704,108.24,5777.2
1377,2023-01-29,36,5785.955,105.67,5793.3
1378,2023-01-29,37,5855.386,109.33,5859.7
1379,2023-01-29,38,5935.795,111.43,5991.4
1380,2023-01-29,39,6007.12,111.51,6058.6
1381,2023-01-29,40,6063.907,111.53,6076.2
1382,2023-01-29,41,6088.066,112.28,6106.400000000001
1383,2023-01-29,42,6093.772,122.04,6097.8
1384,2023-01-29,43,6048.107,111.58,6056.2
1385,2023-01-29,44,5952.301,111.51,5982.2
1386,2023-01-29,45,5818.399,111.49,5886.1
1387,2023-01-29,46,5692.921,111.1,5754.9
1388,2023-01-29,47,5564.74,105.57,5570.7
1389,2023-01-29,48,5536.118,105.67,5559.2
1390,2023-01-30,1,5508.668,107.42,5511.6
1391,2023-01-30,2,5399.11,105.57,5399.400000000001
1392,2023-01-30,3,5235.93,91.42,5243.900000000002
1393,2023-01-30,4,5164.506,85.42,5182.100000000002
1394,2023-01-30,5,5126.789,80.2,5140.600000000003
1395,2023-01-30,6,5081.373,77.98,5088.900000000001
1396,2023-01-30,7,5069.007,75.4,5077.199999999999
1397,2023-01-30,8,5058.456,71.9,5063.2
1398,2023-01-30,9,5066.04,75.4,5076.000000000002
1399,2023-01-30,10,5100.0,77.98,5117.300000000002
1400,2023-01-30,11,5183.362,84.92,5213.1
1401,2023-01-30,12,5356.418,96.24,5364.1
1402,2023-01-30,13,5556.371,105.37,5565.3
1403,2023-01-30,14,5772.193,105.88,5774.700000000001
1404,2023-01-30,15,6009.212,115.02,6067.0
1405,2023-01-30,16,6247.717,131.1,6251.300000000001
1406,2023-01-30,17,6470.682,131.9,6489.499999999999
1407,2023-01-30,18,6628.747,200.0,6683.3
1408,2023-01-30,19,6708.372,191.0,6714.699999999999
1409,2023-01-30,20,6753.519,200.0,6782.2
1410,2023-01-30,21,6746.377,158.6,6759.4
1411,2023-01-30,22,6731.284,150.0,6731.9
1412,2023-01-30,23,6715.727,150.0,6725.400000000001
1413,2023-01-30,24,6700.271,150.0,6713.3
1414,2023-01-30,25,6632.097,138.5,6636.5
1415,2023-01-30,26,6641.307,138.58,6643.700000000001
1416,2023-01-30,27,6696.17,150.0,6707.000000000002
1417,2023-01-30,28,6750.572,191.0,6752.599999999999
1418,2023-01-30,29,6718.262,158.6,6733.3
1419,2023-01-30,30,6653.17,139.08,6658.1
1420,2023-01-30,31,6697.02,125.87,6701.7
1421,2023-01-30,32,6685.684,125.57,6692.7
1422,2023-01-30,33,6749.508,138.5,6754.099999999999
1423,2023-01-30,34,6755.855,125.67,6764.2
1424,2023-01-30,35,6691.653,119.88,6721.6
1425,2023-01-30,36,6620.974,112.25,6639.1
1426,2023-01-30,37,6606.323,112.24,6607.200000000001
1427,2023-01-30,38,6625.368,112.38,6633.3
1428,2023-01-30,39,6633.056,112.88,6641.800000000001
1429,2023-01-30,40,6624.881,114.8,6629.800000000001
1430,2023-01-30,41,6591.204,148.2,6592.500000000002
1431,2023-01-30,42,6538.989,138.08,6544.2
1432,2023-01-30,43,6450.916,131.9,6454.500000000001
1433,2023-01-30,44,6310.349,200.0,6353.0
1434,2023-01-30,45,6142.85,148.2,6153.200000000001
1435,2023-01-30,46,5972.499,117.17,5978.2
1436,2023-01-30,47,5822.355,111.45,5875.400000000001
1437,2023-01-30,48,5620.17,105.57,5620.500000000001
1438,2023-01-31,1,5432.752,102.5,5452.0
1439,2023-01-31,2,5319.157,90.83,5320.6
1440,2023-01-31,3,5319.441,103.55,5319.700000000002
1441,2023-01-31,4,5254.672,103.2,5267.400000000001
1442,2023-01-31,5,5188.879,101.26,5190.700000000003
1443,2023-01-31,6,5148.895,95.83,5153.299999999999
1444,2023-01-31,7,5134.562,85.4,5141.5
1445,2023-01-31,8,5125.621,85.4,5135.300000000003
1446,2023-01-31,9,5134.502,78.8,5135.900000000003
1447,2023-01-31,10,5159.521,96.33,5160.900000000001
1448,2023-01-31,11,5251.322,105.5,5255.800000000001
1449,2023-01-31,12,5418.19,105.77,5437.700000000001
1450,2023-01-31,13,5612.949,108.0,5614.3
1451,2023-01-31,14,5807.877,111.52,5875.400000000001
1452,2023-01-31,15,6015.643,112.36,6028.2
1453,2023-01-31,16,6253.975,125.8,6261.1
1454,2023-01-31,17,6463.251,148.2,6480.5
1455,2023-01-31,18,6594.559,200.0,6606.1
1456,2023-01-31,19,6652.743,200.0,6673.799999999999
1457,2023-01-31,20,6693.348,144.8,6696.7
1458,2023-01-31,21,6716.383,191.0,6723.5
1459,2023-01-31,22,6708.203,148.2,6714.9
1460,2023-01-31,23,6689.724,125.87,6695.900000000001
1461,2023-01-31,24,6666.41,125.67,6671.1
1462,2023-01-31,25,6649.701,124.87,6649.8
1463,2023-01-31,26,6680.008,125.87,6688.100000000001
1464,2023-01-31,27,6716.453,125.87,6722.300000000001
1465,2023-01-31,28,6755.567,129.0,6757.2
1466,2023-01-31,29,6760.413,138.05,6769.5
1467,2023-01-31,30,6755.075,138.05,6758.8
1468,2023-01-31,31,6768.096,144.8,6771.6
1469,2023-01-31,32,6755.274,138.05,6757.9
1470,2023-01-31,33,6712.025,124.0,6712.7
1471,2023-01-31,34,6676.614,120.0,6689.900000000001
1472,2023-01-31,35,6642.788,116.78,6645.6
1473,2023-01-31,36,6584.524,114.53,6598.0
1474,2023-01-31,37,6550.927,114.5,6580.700000000001
1475,2023-01-31,38,6556.121,114.53,6588.1
1476,2023-01-31,39,6572.999,114.78,6594.2
1477,2023-01-31,40,6546.887,114.94,6581.900000000001
1478,2023-01-31,41,6516.957,115.02,6517.700000000001
1479,2023-01-31,42,6462.789,114.08,6475.099999999999
1480,2023-01-31,43,6379.621,113.18,6413.3
1481,2023-01-31,44,6247.071,138.55,6249.5
1482,2023-01-31,45,6071.138,115.52,6078.7
1483,2023-01-31,46,5923.157,111.53,5949.8
1484,2023-01-31,47,5768.719,111.11,5800.5
1485,2023-01-31,48,5631.094,105.77,5640.500000000001
